SppCode1,SppCode2,SIF,Direction,sd,2.50%,97.50%,Rhat,psiA,sd,2.50%,97.50%,Rhat,psiBA,sd,2.50%,97.50%,Rhat,psiBa,sd,2.50%,97.50%,Rhat,psiB,sd,2.50%,97.50%,Rhat,pA,sd,2.50%,97.50%,Rhat,pB,sd,2.50%,97.50%,Rhat
ICAL,HEIC,1.2,None,0.33,0.64,1.98,1,0.65,0.17,0.34,0.97,1,0.56,0.23,0.16,0.97,1,0.36,0.26,0.02,0.93,1,0.47,0.19,0.18,0.87,1,0.01,0,0,0.01,1,0,0,0,0.01,1
ICAL,HIAM,0.79,None,0.41,0.05,1.61,1,0.67,0.17,0.35,0.98,1,0.32,0.27,0.01,0.94,1,0.48,0.28,0.03,0.97,1,0.37,0.22,0.06,0.86,1,0.01,0,0,0.01,1,0,0,0,0.01,1
ICAL,LEMI,1.24,None,0.32,0.71,1.98,1,0.65,0.17,0.34,0.97,1,0.41,0.14,0.18,0.72,1,0.24,0.19,0.01,0.79,1,0.33,0.08,0.19,0.51,1,0.01,0,0,0.01,1,0.02,0,0.01,0.02,1
ICAL,LOAF,1.03,None,0.04,0.96,1.13,1,0.75,0.18,0.38,0.99,1,0.95,0.04,0.85,1,1,0.74,0.24,0.11,0.99,1,0.92,0.04,0.84,0.98,1,0,0,0,0.01,1,0.06,0,0.05,0.06,1
ICAL,MECA,1.29,None,0.26,0.86,1.86,1,0.63,0.16,0.34,0.96,1,0.62,0.15,0.34,0.92,1,0.29,0.19,0.02,0.78,1,0.49,0.09,0.32,0.67,1,0.01,0,0,0.01,1,0.02,0,0.01,0.02,1
ICAL,MUMU,1.01,None,0.29,0.45,1.65,1,0.69,0.17,0.36,0.98,1,0.34,0.15,0.11,0.7,1,0.38,0.24,0.03,0.92,1,0.34,0.1,0.18,0.58,1,0.01,0,0,0.01,1,0.01,0,0.01,0.02,1
ICAL,ORAF,1.01,None,0.27,0.5,1.61,1,0.7,0.17,0.36,0.98,1,0.3,0.11,0.12,0.54,1,0.35,0.23,0.03,0.9,1,0.3,0.07,0.17,0.45,1,0,0,0,0.01,1,0.02,0,0.01,0.03,1
ICAL,OTCR,1.23,None,0.41,0.57,2.17,1,0.65,0.18,0.33,0.98,1,0.3,0.16,0.09,0.7,1,0.21,0.2,0.01,0.82,1,0.24,0.1,0.1,0.5,1,0.01,0,0,0.01,1,0.01,0,0,0.02,1
ICAL,PACY,1.01,None,0.02,0.97,1.05,1,0.77,0.2,0.37,1,1,0.98,0.02,0.91,1,1,0.84,0.22,0.16,1,1,0.97,0.02,0.92,1,1,0,0,0,0.01,1,0.31,0.01,0.29,0.32,1
ICAL,PALE,1.19,None,0.43,0.49,2.22,1,0.65,0.19,0.33,0.98,1,0.32,0.22,0.06,0.89,1,0.25,0.23,0.01,0.87,1,0.27,0.17,0.07,0.71,1,0.01,0,0,0.01,1,0.01,0,0,0.02,1
ICAL,POLA,1.05,None,0.09,0.87,1.24,1,0.71,0.17,0.37,0.98,1,0.83,0.09,0.64,0.98,1,0.65,0.23,0.09,0.97,1,0.8,0.06,0.68,0.9,1,0,0,0,0.01,1,0.05,0,0.05,0.06,1
ICAL,SYCA,1.21,None,0.2,0.89,1.65,1,0.65,0.16,0.35,0.96,1,0.72,0.13,0.46,0.96,1,0.37,0.21,0.03,0.84,1,0.6,0.09,0.43,0.78,1,0.01,0,0,0.01,1,0.01,0,0.01,0.02,1
ICAL,SYGR,0.9,None,0.34,0.21,1.63,1,0.68,0.17,0.35,0.98,1,0.36,0.24,0.04,0.93,1,0.47,0.27,0.03,0.96,1,0.39,0.2,0.11,0.84,1,0.01,0,0,0.01,1,0,0,0,0.01,1
ICAL,TAOR,1.06,None,0.43,0.28,2.05,1,0.68,0.18,0.34,0.98,1,0.28,0.23,0.03,0.89,1,0.29,0.26,0.01,0.92,1,0.26,0.19,0.05,0.75,1,0.01,0,0,0.01,1,0.01,0.01,0,0.02,1
ICAL,TRST,1.07,None,0.13,0.81,1.35,1,0.7,0.17,0.36,0.98,1,0.7,0.11,0.49,0.9,1,0.53,0.23,0.06,0.94,1,0.66,0.07,0.53,0.78,1,0,0,0,0.01,1,0.03,0,0.03,0.04,1
ICAL,TRSY,1.01,None,0.02,0.97,1.05,1,0.77,0.19,0.37,1,1,0.98,0.02,0.92,1,1,0.83,0.22,0.15,1,1,0.97,0.02,0.92,1,1,0,0,0,0.01,1,0.26,0.01,0.25,0.27,1
KOEL,ALBU,1,None,0.04,0.89,1.08,1,0.95,0.03,0.89,0.99,1,0.31,0.07,0.19,0.44,1,0.31,0.23,0.01,0.85,1,0.31,0.06,0.19,0.44,1,0.34,0.01,0.33,0.35,1,0.03,0,0.02,0.04,1
KOEL,ATPA,1.01,None,0.04,0.93,1.08,1,0.95,0.03,0.89,0.99,1,0.42,0.07,0.28,0.57,1,0.33,0.24,0.01,0.87,1,0.41,0.07,0.28,0.56,1,0.34,0.01,0.33,0.35,1,0.02,0,0.02,0.03,1
KOEL,BDCR,0.91,None,0.09,0.69,1.02,1,0.95,0.03,0.89,0.99,1,0.18,0.05,0.08,0.3,1,0.54,0.24,0.1,0.96,1,0.19,0.06,0.1,0.31,1,0.34,0.01,0.33,0.35,1,0.03,0.01,0.02,0.04,1
KOEL,CEAL,0.9,None,0.13,0.57,1.05,1,0.95,0.03,0.89,0.99,1,0.11,0.05,0.03,0.23,1,0.35,0.25,0.01,0.9,1,0.12,0.05,0.04,0.24,1,0.34,0.01,0.33,0.35,1,0.02,0.01,0.01,0.04,1
KOEL,CENA,0.97,None,0.07,0.8,1.07,1,0.95,0.03,0.89,0.99,1,0.17,0.05,0.09,0.27,1,0.26,0.2,0.01,0.72,1,0.17,0.05,0.09,0.28,1,0.34,0.01,0.33,0.35,1,0.11,0.01,0.09,0.13,1
KOEL,CHPY,1.03,None,0.03,0.98,1.09,1,0.95,0.03,0.89,0.99,1,0.59,0.07,0.46,0.71,1,0.27,0.21,0.01,0.76,1,0.57,0.06,0.44,0.69,1,0.34,0.01,0.33,0.35,1,0.06,0,0.05,0.07,1
KOEL,GASA,0.99,None,0.05,0.85,1.07,1,0.95,0.03,0.89,0.99,1,0.3,0.09,0.16,0.5,1,0.38,0.27,0.01,0.93,1,0.3,0.09,0.16,0.5,1,0.34,0.01,0.33,0.35,1,0.01,0,0.01,0.02,1
KOEL,GEGE,1,None,0.01,0.98,1.04,1,0.95,0.03,0.89,0.99,1,0.8,0.05,0.69,0.89,1,0.75,0.19,0.29,0.99,1,0.8,0.05,0.69,0.89,1,0.34,0.01,0.33,0.35,1,0.13,0,0.12,0.14,1
KOEL,HEIC,1,None,0.05,0.87,1.07,1,0.95,0.03,0.89,0.99,1,0.49,0.22,0.16,0.95,1,0.46,0.29,0.02,0.97,1,0.49,0.21,0.17,0.93,1,0.34,0.01,0.33,0.35,1,0,0,0,0.01,1
KOEL,HIAM,0.94,None,0.12,0.6,1.06,1,0.95,0.03,0.89,0.99,1,0.35,0.26,0.04,0.94,1,0.47,0.29,0.02,0.97,1,0.36,0.25,0.05,0.92,1,0.34,0.01,0.33,0.35,1,0,0,0,0.01,1
KOEL,HINI,1.01,None,0.04,0.93,1.08,1,0.95,0.03,0.89,0.99,1,0.37,0.07,0.24,0.5,1,0.3,0.23,0.01,0.82,1,0.36,0.06,0.24,0.5,1,0.34,0.01,0.33,0.35,1,0.03,0,0.03,0.04,1
KOEL,HYAF,1.03,None,0.03,0.98,1.09,1,0.95,0.03,0.89,0.99,1,0.58,0.07,0.45,0.71,1,0.28,0.22,0.01,0.79,1,0.57,0.07,0.44,0.7,1,0.34,0.01,0.33,0.35,1,0.04,0,0.04,0.05,1
KOEL,ICAL,1.02,None,0.03,0.96,1.08,1,0.95,0.03,0.89,0.99,1,0.68,0.17,0.35,0.98,1,0.45,0.28,0.02,0.96,1,0.66,0.17,0.36,0.96,1,0.34,0.01,0.33,0.35,1,0.01,0,0,0.01,1
KOEL,LEMI,0.99,None,0.05,0.87,1.07,1,0.95,0.03,0.89,0.99,1,0.32,0.08,0.18,0.5,1,0.36,0.26,0.01,0.92,1,0.32,0.08,0.19,0.5,1,0.34,0.01,0.33,0.35,1,0.02,0,0.01,0.02,1
KOEL,LESE,0.88,None,0.15,0.49,1.05,1,0.95,0.03,0.89,0.99,1,0.11,0.08,0.02,0.3,1,0.37,0.26,0.01,0.92,1,0.12,0.08,0.03,0.31,1,0.34,0.01,0.33,0.35,1,0.02,0.01,0,0.04,1
KOEL,MATE,0.94,None,0.13,0.57,1.06,1,0.95,0.03,0.89,0.99,1,0.34,0.27,0.03,0.94,1,0.47,0.29,0.02,0.97,1,0.35,0.26,0.04,0.92,1,0.34,0.01,0.33,0.35,1,0,0,0,0.02,1
KOEL,MECA,0.99,None,0.03,0.91,1.05,1,0.95,0.03,0.89,0.99,1,0.47,0.09,0.31,0.67,1,0.58,0.24,0.12,0.97,1,0.48,0.09,0.32,0.66,1,0.34,0.01,0.33,0.35,1,0.02,0,0.01,0.02,1
KOEL,MUMU,0.99,None,0.05,0.86,1.07,1,0.95,0.03,0.89,0.99,1,0.33,0.1,0.17,0.58,1,0.4,0.27,0.01,0.95,1,0.34,0.1,0.18,0.57,1,0.34,0.01,0.33,0.35,1,0.01,0,0.01,0.02,1
KOEL,ORAF,0.99,None,0.05,0.87,1.07,1,0.95,0.03,0.89,0.99,1,0.3,0.07,0.17,0.45,1,0.35,0.25,0.01,0.9,1,0.3,0.07,0.18,0.45,1,0.34,0.01,0.33,0.35,1,0.02,0,0.01,0.03,1
KOEL,OTCR,0.88,None,0.1,0.63,1.01,1,0.95,0.03,0.89,0.99,1,0.18,0.08,0.07,0.37,1,0.64,0.24,0.14,0.99,1,0.21,0.08,0.09,0.39,1,0.34,0.01,0.33,0.35,1,0.01,0,0.01,0.02,1
KOEL,PALE,0.94,None,0.1,0.66,1.06,1,0.95,0.03,0.89,0.99,1,0.23,0.16,0.05,0.7,1,0.43,0.28,0.02,0.96,1,0.24,0.15,0.07,0.69,1,0.34,0.01,0.33,0.35,1,0.01,0,0,0.02,1
KOEL,RERE,1.03,None,0.03,0.99,1.09,1,0.95,0.03,0.89,0.99,1,0.68,0.06,0.56,0.8,1,0.28,0.21,0.01,0.77,1,0.67,0.06,0.54,0.78,1,0.34,0.01,0.33,0.35,1,0.05,0,0.04,0.06,1
KOEL,SYCA,1.02,None,0.03,0.97,1.09,1,0.95,0.03,0.89,0.99,1,0.61,0.09,0.44,0.81,1,0.37,0.26,0.01,0.93,1,0.6,0.09,0.43,0.79,1,0.34,0.01,0.33,0.35,1,0.01,0,0.01,0.02,1
KOEL,SYGR,0.98,None,0.07,0.78,1.07,1,0.95,0.03,0.89,0.99,1,0.39,0.23,0.09,0.92,1,0.46,0.29,0.02,0.97,1,0.39,0.22,0.1,0.9,1,0.34,0.01,0.33,0.35,1,0,0,0,0.01,1
KOEL,TAOR,0.92,None,0.13,0.57,1.06,1,0.95,0.03,0.89,0.99,1,0.22,0.19,0.04,0.8,1,0.43,0.28,0.02,0.96,1,0.23,0.18,0.05,0.78,1,0.34,0.01,0.33,0.35,1,0.01,0.01,0,0.02,1
KOEL,TRAN,1.01,None,0.02,0.98,1.06,1,0.95,0.03,0.89,0.99,1,0.65,0.06,0.53,0.77,1,0.5,0.22,0.09,0.91,1,0.65,0.06,0.52,0.76,1,0.34,0.01,0.33,0.35,1,0.08,0,0.07,0.09,1
KOEL,TRST,1.01,None,0.02,0.97,1.06,1,0.95,0.03,0.89,0.99,1,0.67,0.07,0.53,0.79,1,0.52,0.23,0.1,0.93,1,0.66,0.07,0.53,0.78,1,0.34,0.01,0.33,0.35,1,0.03,0,0.03,0.04,1
LEMI,CENA,0.34,None,0.3,0.01,1.11,1,0.32,0.08,0.18,0.51,1,0.06,0.06,0,0.21,1,0.23,0.07,0.11,0.38,1,0.18,0.05,0.09,0.28,1,0.02,0,0.01,0.02,1,0.11,0.01,0.09,0.13,1
LEMI,CICI,1.02,None,0.13,0.75,1.27,1,0.31,0.08,0.18,0.49,1,0.79,0.11,0.55,0.95,1,0.76,0.08,0.6,0.9,1,0.77,0.06,0.65,0.87,1,0.02,0,0.01,0.02,1,0.05,0,0.04,0.05,1
LEMI,GEGE,0.93,None,0.12,0.67,1.14,1,0.31,0.08,0.18,0.49,1,0.74,0.11,0.5,0.92,1,0.82,0.06,0.69,0.93,1,0.8,0.05,0.69,0.89,1,0.02,0,0.01,0.02,1,0.13,0,0.12,0.14,1
LEMI,LOAF,1.01,None,0.06,0.86,1.13,1,0.31,0.08,0.18,0.49,1,0.93,0.06,0.77,1,1,0.91,0.05,0.8,0.99,1,0.92,0.04,0.84,0.98,1,0.02,0,0.01,0.02,1,0.06,0,0.05,0.06,1
LEMI,OTCR,1.33,None,0.56,0.38,2.53,1,0.31,0.08,0.18,0.49,1,0.32,0.18,0.07,0.75,1,0.21,0.11,0.05,0.48,1,0.24,0.1,0.1,0.49,1,0.02,0,0.01,0.02,1,0.01,0,0,0.02,1
LEMI,PACY,0.98,None,0.04,0.87,1.04,1,0.31,0.08,0.17,0.48,1,0.95,0.05,0.81,1,1,0.98,0.02,0.92,1,1,0.97,0.02,0.91,1,1,0.02,0,0.01,0.02,1,0.31,0.01,0.29,0.32,1
LEMI,POLA,1.01,None,0.13,0.74,1.24,1,0.32,0.08,0.18,0.5,1,0.8,0.11,0.55,0.97,1,0.79,0.07,0.64,0.93,1,0.8,0.06,0.68,0.89,1,0.02,0,0.01,0.02,1,0.05,0,0.05,0.06,1
LEMI,SYCA,1.2,None,0.23,0.74,1.67,1,0.32,0.08,0.18,0.5,1,0.71,0.15,0.4,0.97,1,0.54,0.11,0.33,0.77,1,0.6,0.09,0.43,0.78,1,0.02,0,0.01,0.02,1,0.01,0,0.01,0.02,1
LEMI,SYGR,0.59,None,0.45,0.02,1.67,1,0.31,0.08,0.18,0.49,1,0.25,0.23,0.01,0.87,1,0.5,0.24,0.12,0.96,1,0.42,0.2,0.12,0.83,1,0.02,0,0.01,0.02,1,0,0,0,0.01,1
LEMI,TAOR,1.46,None,0.75,0.27,3.11,1,0.31,0.08,0.18,0.49,1,0.36,0.25,0.04,0.93,1,0.23,0.2,0.02,0.81,1,0.27,0.18,0.05,0.74,1,0.02,0,0.01,0.02,1,0.01,0.01,0,0.02,1
LEMI,TRSY,0.98,None,0.04,0.87,1.04,1,0.31,0.08,0.17,0.48,1,0.95,0.05,0.82,1,1,0.98,0.02,0.92,1,1,0.97,0.02,0.92,1,1,0.02,0,0.01,0.02,1,0.26,0.01,0.25,0.27,1
LESE,AEME,0.82,None,0.27,0.27,1.3,1,0.1,0.08,0.02,0.27,1,0.59,0.2,0.19,0.93,1,0.74,0.06,0.61,0.85,1.01,0.72,0.06,0.61,0.83,1,0.02,0.01,0,0.05,1,0.17,0.01,0.16,0.18,1
LESE,ALBU,0.75,None,0.61,0.02,2.22,1,0.1,0.08,0.02,0.3,1,0.23,0.19,0.01,0.69,1,0.32,0.08,0.19,0.47,1,0.31,0.06,0.19,0.44,1,0.02,0.01,0,0.05,1,0.03,0,0.02,0.04,1
LESE,ATPA,1.15,None,0.57,0.2,2.33,1,0.1,0.08,0.02,0.29,1,0.47,0.23,0.08,0.92,1,0.4,0.08,0.25,0.57,1,0.41,0.07,0.28,0.56,1,0.02,0.01,0,0.05,1,0.02,0,0.02,0.03,1
LESE,BDCR,1.21,None,0.98,0.04,3.61,1,0.1,0.08,0.02,0.29,1,0.24,0.2,0.01,0.73,1,0.2,0.07,0.09,0.34,1,0.2,0.06,0.11,0.33,1,0.02,0.01,0,0.05,1,0.03,0.01,0.02,0.04,1
LESE,CEAL,2.47,None,1.96,0.09,7.23,1,0.1,0.07,0.02,0.25,1,0.28,0.22,0.01,0.82,1,0.11,0.06,0.03,0.23,1,0.12,0.05,0.04,0.25,1,0.02,0.01,0,0.05,1,0.02,0.01,0.01,0.04,1
LESE,CENA,1.11,None,0.92,0.04,3.37,1,0.1,0.08,0.02,0.29,1,0.19,0.16,0.01,0.58,1,0.17,0.06,0.08,0.29,1,0.17,0.05,0.09,0.28,1,0.02,0.01,0,0.05,1,0.11,0.01,0.09,0.13,1
LESE,CICI,1.03,None,0.22,0.51,1.38,1,0.1,0.08,0.02,0.29,1,0.79,0.17,0.38,0.99,1,0.77,0.07,0.63,0.88,1.02,0.77,0.06,0.65,0.87,1,0.02,0.01,0,0.05,1,0.05,0,0.04,0.05,1
LESE,GASA,1.03,None,0.8,0.04,2.92,1,0.1,0.08,0.02,0.29,1,0.31,0.24,0.01,0.87,1,0.31,0.1,0.15,0.53,1,0.31,0.09,0.16,0.5,1,0.02,0.01,0,0.05,1,0.01,0,0.01,0.02,1
LESE,GEGE,1.01,None,0.2,0.53,1.31,1,0.1,0.08,0.02,0.29,1,0.81,0.16,0.41,0.99,1,0.79,0.06,0.67,0.89,1.02,0.8,0.05,0.69,0.89,1,0.02,0.01,0,0.05,1,0.13,0,0.12,0.14,1
LESE,HEIC,1.75,None,1.01,0.33,4.19,1,0.1,0.07,0.02,0.27,1,0.62,0.24,0.13,0.98,1,0.4,0.21,0.11,0.9,1,0.42,0.19,0.16,0.88,1,0.02,0.01,0,0.05,1,0.01,0,0,0.01,1
LESE,HIAM,4.6,None,3.58,0.6,13.53,1,0.09,0.05,0.02,0.21,1,0.62,0.25,0.13,0.98,1,0.17,0.19,0.01,0.75,1,0.21,0.18,0.04,0.74,1,0.02,0.01,0,0.05,1,0,0,0,0.02,1
LESE,HINI,0.61,None,0.49,0.02,1.8,1,0.1,0.07,0.02,0.28,1,0.22,0.18,0.01,0.67,1,0.38,0.08,0.25,0.53,1,0.37,0.06,0.24,0.5,1,0.02,0.01,0,0.05,1,0.03,0,0.03,0.04,1
LESE,HYAF,1.12,None,0.38,0.37,1.81,1,0.1,0.07,0.02,0.28,1,0.63,0.21,0.2,0.97,1,0.56,0.07,0.41,0.7,1,0.57,0.07,0.44,0.69,1,0.02,0.01,0,0.05,1,0.04,0,0.04,0.05,1
LESE,ICAL,1.34,None,0.53,0.46,2.53,1,0.1,0.08,0.02,0.29,1,0.73,0.2,0.26,0.99,1,0.56,0.18,0.26,0.94,1,0.58,0.16,0.31,0.92,1,0.02,0.01,0,0.05,1,0.01,0,0,0.01,1
LESE,LEMI,2.4,None,0.86,0.85,4.27,1,0.1,0.06,0.02,0.26,1,0.71,0.21,0.25,0.99,1,0.27,0.08,0.12,0.44,1,0.31,0.07,0.18,0.47,1,0.02,0.01,0,0.05,1,0.02,0,0.01,0.02,1
LESE,LOAF,0.87,None,0.17,0.45,1.09,1,0.1,0.07,0.02,0.25,1,0.8,0.16,0.4,0.99,1,0.94,0.04,0.85,0.99,1.06,0.92,0.04,0.84,0.98,1,0.02,0.01,0,0.05,1,0.06,0,0.05,0.06,1
LESE,MATE,1.98,None,2,0.07,7.31,1,0.1,0.07,0.02,0.26,1,0.44,0.29,0.02,0.97,1,0.34,0.26,0.03,0.93,1,0.35,0.24,0.05,0.89,1,0.02,0.01,0,0.05,1,0,0,0,0.02,1
LESE,MECA,1.47,None,0.51,0.5,2.5,1,0.1,0.08,0.02,0.28,1,0.68,0.21,0.23,0.98,1,0.45,0.1,0.27,0.65,1,0.47,0.09,0.31,0.65,1,0.02,0.01,0,0.05,1,0.02,0,0.01,0.02,1
LESE,MUMU,1.76,None,0.88,0.34,3.69,1,0.1,0.08,0.02,0.27,1,0.55,0.25,0.1,0.97,1,0.3,0.1,0.14,0.54,1,0.33,0.1,0.17,0.55,1,0.02,0.01,0,0.05,1,0.01,0,0.01,0.02,1
LESE,ORAF,2.5,None,0.9,0.88,4.45,1,0.09,0.06,0.02,0.25,1,0.7,0.21,0.24,0.99,1,0.25,0.07,0.11,0.4,1,0.29,0.07,0.17,0.43,1,0.02,0.01,0,0.05,1,0.02,0,0.01,0.03,1
LESE,OTCR,1.47,None,1.14,0.05,4.2,1,0.1,0.08,0.02,0.28,1,0.33,0.25,0.01,0.91,1,0.23,0.11,0.08,0.49,1,0.24,0.1,0.1,0.48,1,0.02,0.01,0,0.05,1,0.01,0,0,0.02,1
LESE,OUOU,0.98,None,0.2,0.49,1.27,1,0.1,0.08,0.02,0.29,1,0.8,0.16,0.39,0.99,1,0.82,0.06,0.7,0.92,1.01,0.82,0.05,0.71,0.91,1,0.02,0.01,0,0.05,1,0.12,0,0.11,0.13,1
LESE,PACY,0.85,None,0.15,0.47,1.02,1,0.08,0.05,0.02,0.2,1,0.83,0.15,0.45,1,1,0.98,0.02,0.94,1,1,0.97,0.02,0.92,1,1,0.02,0.01,0.01,0.05,1,0.31,0.01,0.29,0.32,1
LESE,PALE,3.75,None,2.25,0.68,9.23,1,0.09,0.06,0.02,0.22,1,0.59,0.25,0.11,0.98,1,0.15,0.12,0.02,0.48,1,0.19,0.11,0.06,0.49,1,0.02,0.01,0,0.05,1,0.01,0,0,0.02,1
LESE,POLA,0.99,None,0.22,0.47,1.32,1,0.1,0.08,0.02,0.29,1,0.78,0.17,0.37,0.99,1,0.8,0.07,0.67,0.91,1.01,0.79,0.06,0.68,0.89,1,0.02,0.01,0,0.05,1,0.05,0,0.05,0.06,1
LESE,RERE,0.61,None,0.3,0.11,1.23,1,0.1,0.07,0.02,0.26,1,0.41,0.2,0.07,0.83,1,0.69,0.07,0.56,0.83,1,0.66,0.06,0.54,0.78,1,0.02,0.01,0,0.05,1,0.05,0,0.04,0.06,1
LESE,SYCA,0.89,None,0.41,0.17,1.68,1,0.1,0.08,0.02,0.28,1,0.53,0.24,0.1,0.96,1,0.61,0.1,0.42,0.81,1,0.6,0.09,0.43,0.79,1,0.02,0.01,0,0.05,1,0.01,0,0.01,0.02,1
LESE,SYGR,1.31,None,1.1,0.05,4.13,1,0.1,0.07,0.02,0.25,1,0.43,0.28,0.02,0.96,1,0.4,0.23,0.09,0.93,1,0.4,0.21,0.11,0.89,1,0.02,0.01,0,0.05,1,0,0,0,0.01,1
LESE,TAOR,2.27,None,1.97,0.08,7.2,1,0.1,0.07,0.02,0.26,1,0.4,0.28,0.01,0.95,1,0.23,0.2,0.03,0.82,1,0.24,0.19,0.05,0.78,1,0.02,0.01,0,0.05,1,0.01,0.01,0,0.02,1
LESE,TRAN,0.93,None,0.31,0.31,1.48,1,0.1,0.07,0.02,0.28,1,0.6,0.2,0.19,0.93,1,0.65,0.07,0.51,0.78,1,0.64,0.06,0.52,0.76,1,0.02,0.01,0,0.05,1,0.08,0,0.07,0.09,1
LESE,TRST,0.65,None,0.32,0.11,1.29,1,0.1,0.07,0.02,0.28,1,0.43,0.21,0.07,0.86,1,0.68,0.07,0.54,0.82,1.01,0.66,0.07,0.53,0.78,1,0.02,0.01,0,0.05,1,0.03,0,0.03,0.04,1
LESE,TRSY,0.85,None,0.15,0.47,1.02,1,0.08,0.06,0.02,0.2,1,0.83,0.15,0.44,1,1,0.98,0.02,0.94,1,1,0.97,0.02,0.92,1,1,0.02,0.01,0.01,0.05,1,0.26,0.01,0.25,0.27,1
LOAF,CENA,0.85,None,0.12,0.57,1.01,1,0.93,0.03,0.85,0.99,1,0.14,0.05,0.07,0.25,1,0.53,0.22,0.11,0.91,1,0.17,0.05,0.09,0.27,1,0.06,0,0.05,0.06,1,0.11,0.01,0.09,0.13,1
LOAF,CICI,1.04,None,0.03,0.99,1.12,1,0.93,0.04,0.84,0.98,1,0.8,0.06,0.68,0.9,1,0.42,0.22,0.06,0.88,1,0.77,0.06,0.65,0.87,1,0.06,0,0.05,0.06,1,0.05,0,0.04,0.05,1
LOAF,ORAF,1.01,None,0.05,0.88,1.11,1,0.94,0.03,0.86,0.99,1,0.3,0.07,0.17,0.46,1,0.27,0.22,0.01,0.8,1,0.3,0.07,0.18,0.45,1,0.06,0,0.05,0.06,1,0.02,0,0.01,0.03,1
LOAF,OTCR,0.97,None,0.08,0.77,1.09,1,0.94,0.03,0.86,0.99,1,0.23,0.1,0.09,0.49,1,0.33,0.25,0.01,0.9,1,0.24,0.1,0.1,0.48,1,0.06,0,0.05,0.06,1,0.01,0,0,0.02,1
LOAF,POLA,1.02,None,0.03,0.99,1.09,1,0.94,0.03,0.86,0.99,1,0.82,0.06,0.7,0.92,1,0.53,0.23,0.11,0.95,1,0.8,0.05,0.68,0.9,1,0.06,0,0.05,0.06,1,0.05,0,0.05,0.06,1
LOAF,SYCA,1.02,None,0.03,0.96,1.1,1,0.94,0.03,0.86,0.99,1,0.62,0.1,0.44,0.82,1,0.38,0.25,0.02,0.9,1,0.61,0.09,0.43,0.8,1,0.06,0,0.05,0.06,1,0.01,0,0.01,0.02,1
LOAF,SYGR,0.98,None,0.08,0.78,1.1,1,0.94,0.03,0.86,0.99,1,0.41,0.23,0.1,0.93,1,0.42,0.28,0.02,0.96,1,0.41,0.22,0.11,0.91,1,0.06,0,0.05,0.06,1,0,0,0,0.01,1
LOAF,TAOR,0.93,None,0.13,0.58,1.08,1,0.94,0.03,0.86,0.99,1,0.23,0.2,0.04,0.81,1,0.39,0.27,0.01,0.95,1,0.24,0.19,0.05,0.79,1,0.06,0,0.05,0.06,1,0.01,0.01,0,0.02,1
MATE,AEME,0.77,None,0.3,0.17,1.26,1,0.31,0.26,0.03,0.93,1,0.56,0.22,0.12,0.91,1,0.75,0.15,0.27,0.97,1,0.72,0.06,0.61,0.83,1,0,0.01,0,0.02,1,0.17,0.01,0.16,0.18,1
MATE,ALBU,1.48,None,0.77,0.3,3.22,1,0.32,0.26,0.03,0.93,1,0.44,0.22,0.09,0.89,1,0.28,0.16,0.04,0.75,1,0.3,0.06,0.19,0.43,1,0,0.01,0,0.02,1,0.03,0,0.02,0.04,1
MATE,ATPA,1.81,None,0.6,0.71,3.02,1,0.26,0.21,0.03,0.83,1,0.71,0.21,0.27,0.99,1,0.31,0.14,0.03,0.57,1,0.4,0.07,0.27,0.55,1,0,0.01,0,0.02,1,0.02,0,0.02,0.03,1
MATE,BDCR,1.18,None,0.96,0.05,3.67,1,0.36,0.29,0.03,0.95,1,0.23,0.19,0.01,0.72,1,0.25,0.18,0.03,0.83,1,0.2,0.06,0.1,0.32,1,0,0.01,0,0.02,1,0.03,0.01,0.02,0.04,1
MATE,CENA,1.09,None,0.92,0.04,3.52,1,0.39,0.29,0.03,0.96,1,0.19,0.16,0.01,0.6,1,0.24,0.19,0.03,0.83,1,0.17,0.05,0.09,0.27,1,0,0.01,0,0.02,1,0.11,0.01,0.09,0.13,1
MATE,CICI,1,None,0.23,0.44,1.35,1,0.37,0.28,0.03,0.94,1,0.77,0.17,0.33,0.99,1,0.71,0.18,0.17,0.96,1,0.77,0.06,0.65,0.87,1,0,0,0,0.02,1,0.05,0,0.04,0.05,1
MATE,GASA,1.74,None,0.93,0.36,3.89,1,0.29,0.24,0.03,0.91,1,0.49,0.24,0.1,0.95,1,0.26,0.15,0.03,0.69,1,0.29,0.08,0.16,0.49,1,0,0.01,0,0.02,1,0.01,0,0.01,0.02,1
MATE,GEGE,1,None,0.2,0.48,1.3,1,0.38,0.29,0.03,0.95,1,0.8,0.16,0.38,0.99,1,0.73,0.19,0.16,0.96,1,0.8,0.05,0.69,0.89,1,0,0.01,0,0.02,1,0.13,0,0.12,0.14,1
MATE,HEIC,2.63,None,1.42,0.77,6.06,1,0.22,0.19,0.03,0.79,1,0.72,0.21,0.26,0.99,1,0.24,0.19,0.02,0.77,1,0.33,0.16,0.13,0.75,1,0.01,0.01,0,0.02,1,0.01,0,0,0.02,1
MATE,HIAM,1.44,None,1.49,0.07,5.4,1,0.32,0.27,0.03,0.93,1,0.42,0.29,0.02,0.96,1,0.4,0.28,0.02,0.95,1,0.38,0.23,0.06,0.88,1,0,0.01,0,0.02,1,0,0,0,0.01,1
